"f80","LST_MODIS","land_cover_NLCD_Open.water","land_cover_NLCD_Perennial.ice..snow","land_cover_NLCD_Developed..open.space","land_cover_NLCD_Developed..low.intensity","land_cover_NLCD_Developed..medium.intensity","land_cover_NLCD_Developed..high.intensity","land_cover_NLCD_Barren.land","land_cover_NLCD_Deciduous.forest","land_cover_NLCD_Evergreen.forest","land_cover_NLCD_Mixed.forest","land_cover_NLCD_Dwarf.shrub","land_cover_NLCD_Shrub..scrub","land_cover_NLCD_Sedge..herbaceous","land_cover_NLCD_Woody.wetlands","land_cover_NLCD_Emergent.herbaceous.wetlands"
600,286.321987991463,0.00115198143773611,1.10537213486564e-05,0,0,0,0,0,0,0,0,0,0,0.113968657321203,0,0.884868307519712
600,286.281243829598,0.00122642493287593,1.06615685278683e-05,0,0,0,0,0,0,0,0,0,0,0.157296226326532,0,0.841466687172064
600,286.241140861852,0.00227653802946621,0.000150992757537018,0,0,0,0,0,0,0,0,0,0,0.240695681562131,0,0.756876787650866
600,286.197593315092,0.00382904775002442,0.000589857883364972,0,0,0,0,0,0,0,0,0,0,0.321114035554753,0,0.674467058811858
600,286.162670611915,0.00665802487836259,0.00108014006778864,0,0,0,0,0,0,0,0,0,0,0.354688890035628,0,0.637572945018221
600,286.125574248954,0.0141099453368793,0.00388141807549084,0,0,0,0,0,0,0,0,0,0,0.417725498217512,0,0.564283138370118
600,286.118755413684,0.0140080902098353,0.00359608981790686,0,0,0,0,0,0,0,0,0,0,0.441654081736386,0,0.540741738235872
600,286.082210841226,0.0122221776516549,0.00442690570583397,0,0,0,0,0,0,0,0,0,0,0.557329614552323,0,0.426021302090189
500,286.041768593618,0.0118159035729421,0.00565968121537005,0,0,0,0,0,0,0,0,0,0,0.679316384201829,0,0.303208031009859
500,286.009897336742,0.0102269560171832,0.00447392281898707,0,0,0,0,0,0,0,0,0,0,0.723595605920138,0,0.261703515243692
500,285.948716685401,0.0131914345781484,0.00652676644644723,0,0,0,0,0,0,0,0,0,0,0.747716000051061,0,0.232565798924343
500,285.882636929311,0.0249665042756145,0.0133858817510977,0,0,0,0,0,0,0,0,0,0,0.723288977800372,0,0.238358636172916
